pair_ID	relatedness_score	entailment_judgment
3333	NEUTRAL	1.758619
3334	NEUTRAL	3.5782633
3335	ENTAILMENT	4.0179696
3337	NEUTRAL	4.2399535
3341	CONTRADICTION	3.5699592
3343	NEUTRAL	3.0124512
3348	NEUTRAL	4.2590203
3350	NEUTRAL	3.9560728
3352	NEUTRAL	4.2555275
3354	NEUTRAL	3.9375854
3355	NEUTRAL	3.9923105
3360	NEUTRAL	3.2390723
3365	NEUTRAL	4.0796695
3377	NEUTRAL	4.2360916
3379	NEUTRAL	3.1472373
3380	NEUTRAL	3.210217
3381	CONTRADICTION	1.8378214
3383	NEUTRAL	2.559166
3387	NEUTRAL	3.9177766
3388	NEUTRAL	4.014288
3390	NEUTRAL	3.9338694
3391	CONTRADICTION	3.9638562
3392	CONTRADICTION	3.854035
3393	NEUTRAL	4.1283417
3394	NEUTRAL	4.17874
3399	NEUTRAL	2.7508683
3401	ENTAILMENT	3.008981
3402	ENTAILMENT	4.178485
3403	ENTAILMENT	4.217792
3404	NEUTRAL	4.2159243
3406	ENTAILMENT	4.1985025
3408	NEUTRAL	3.5198126
3409	ENTAILMENT	3.8582387
3410	ENTAILMENT	3.713736
3415	ENTAILMENT	2.8823757
3417	NEUTRAL	2.4066818
3419	ENTAILMENT	1.7859896
3421	NEUTRAL	3.8327746
3423	CONTRADICTION	4.0915823
3430	CONTRADICTION	3.2359452
3431	NEUTRAL	3.3146725
3434	CONTRADICTION	3.7572927
3439	NEUTRAL	2.8728876
3441	NEUTRAL	1.8729534
3442	ENTAILMENT	4.10887
3445	CONTRADICTION	3.7112465
3446	NEUTRAL	2.2565982
3447	NEUTRAL	2.3832684
3449	ENTAILMENT	2.9741178
3450	NEUTRAL	2.5001628
3455	NEUTRAL	3.8688793
3456	NEUTRAL	4.0622325
3457	ENTAILMENT	3.9383373
3458	CONTRADICTION	3.9274464
3463	NEUTRAL	4.023158
3464	NEUTRAL	4.2631726
3466	ENTAILMENT	4.2772336
3469	ENTAILMENT	3.9208517
3470	NEUTRAL	4.1320105
3473	NEUTRAL	3.9061804
3474	NEUTRAL	4.1488237
3475	CONTRADICTION	3.9709277
3476	NEUTRAL	2.868163
3477	NEUTRAL	3.35223
3478	NEUTRAL	3.8670158
3481	CONTRADICTION	3.6920037
3482	NEUTRAL	3.5855408
3483	NEUTRAL	3.7515273
3489	NEUTRAL	3.723053
3490	CONTRADICTION	3.7840476
3493	ENTAILMENT	4.035249
3497	NEUTRAL	3.9735222
3498	NEUTRAL	3.0192494
3499	NEUTRAL	2.5337653
3502	CONTRADICTION	4.012093
3506	NEUTRAL	3.9259515
3509	CONTRADICTION	3.967435
3513	NEUTRAL	4.0425863
3515	NEUTRAL	3.9795003
3519	NEUTRAL	4.081235
3520	CONTRADICTION	3.6964679
3521	NEUTRAL	4.0778785
3522	ENTAILMENT	4.2026834
3523	CONTRADICTION	4.2106266
3524	CONTRADICTION	4.239969
3525	CONTRADICTION	4.1926565
3526	CONTRADICTION	3.4879081
3527	NEUTRAL	3.579464
3531	CONTRADICTION	3.9039364
3532	ENTAILMENT	3.8949137
3535	NEUTRAL	3.9007506
3540	NEUTRAL	3.9472995
3545	NEUTRAL	3.3709207
3550	NEUTRAL	4.0560055
3551	NEUTRAL	3.6711006
3553	NEUTRAL	4.094699
3555	NEUTRAL	4.0620613
3557	NEUTRAL	3.5841093
3558	NEUTRAL	4.1346145
3559	NEUTRAL	4.0672617
3560	NEUTRAL	2.8529973
3562	CONTRADICTION	4.008883
3563	ENTAILMENT	3.9718757
3564	CONTRADICTION	4.015782
3570	ENTAILMENT	3.5117521
3573	NEUTRAL	3.981536
3575	NEUTRAL	4.210304
3578	CONTRADICTION	4.094525
3581	NEUTRAL	2.5543551
3583	NEUTRAL	3.2784061
3585	NEUTRAL	4.2348046
3587	NEUTRAL	4.2816067
3588	ENTAILMENT	4.2644114
3590	NEUTRAL	4.141568
3591	NEUTRAL	4.11179
3593	NEUTRAL	3.9786325
3594	ENTAILMENT	4.2184377
3595	NEUTRAL	4.1337504
3596	CONTRADICTION	4.1786394
3597	ENTAILMENT	3.5994134
3599	ENTAILMENT	4.0866027
3600	NEUTRAL	4.112955
3601	NEUTRAL	4.168381
3604	ENTAILMENT	4.2294655
3605	ENTAILMENT	4.180324
3606	NEUTRAL	4.122742
3608	NEUTRAL	4.1889935
3609	NEUTRAL	3.2075877
3610	NEUTRAL	2.5267932
3612	ENTAILMENT	3.3361654
3613	NEUTRAL	2.745944
3615	NEUTRAL	3.8209653
3616	NEUTRAL	3.95961
3617	NEUTRAL	3.526218
3619	NEUTRAL	4.0705075
3621	ENTAILMENT	4.0442
3622	ENTAILMENT	4.0481634
3628	NEUTRAL	4.0520396
3631	NEUTRAL	3.8924246
3632	NEUTRAL	3.8028388
3634	NEUTRAL	3.7234564
3636	NEUTRAL	4.115728
3637	NEUTRAL	4.233616
3641	NEUTRAL	4.23263
3642	NEUTRAL	4.0093317
3644	NEUTRAL	3.9174647
3645	NEUTRAL	3.974423
3648	NEUTRAL	3.9522495
3652	NEUTRAL	3.4031494
3654	NEUTRAL	3.8750324
3655	ENTAILMENT	3.956122
3656	NEUTRAL	3.9716516
3659	NEUTRAL	3.8698635
3660	NEUTRAL	3.8855839
3662	NEUTRAL	2.5464735
3663	NEUTRAL	3.1031117
3664	NEUTRAL	3.3411984
3665	NEUTRAL	1.8877485
3667	NEUTRAL	3.9589896
3671	NEUTRAL	3.0415082
3674	NEUTRAL	3.9632263
3675	NEUTRAL	3.4610763
3676	NEUTRAL	3.612183
3677	NEUTRAL	3.9842768
3678	NEUTRAL	3.936285
3679	NEUTRAL	4.101659
3681	NEUTRAL	4.1569195
3683	NEUTRAL	4.093396
3688	ENTAILMENT	3.9249315
3698	ENTAILMENT	3.7667785
3700	NEUTRAL	4.0972133
3704	NEUTRAL	3.9538393
3706	NEUTRAL	3.7704453
3714	NEUTRAL	4.199135
3715	NEUTRAL	4.240442
3716	NEUTRAL	4.189742
3717	NEUTRAL	4.0029807
3722	CONTRADICTION	3.9862432
3723	NEUTRAL	3.1335862
3724	CONTRADICTION	4.096369
3726	CONTRADICTION	4.045335
3729	NEUTRAL	3.9689617
3730	NEUTRAL	4.0251894
3731	NEUTRAL	4.0000854
3732	NEUTRAL	4.1254063
3734	NEUTRAL	3.8237877
3735	NEUTRAL	3.7928996
3738	NEUTRAL	3.918291
3741	NEUTRAL	4.208653
3744	NEUTRAL	4.2096567
3745	NEUTRAL	4.232673
3749	ENTAILMENT	4.2505107
3754	ENTAILMENT	4.1984277
3757	CONTRADICTION	4.093648
3760	CONTRADICTION	4.060057
3763	ENTAILMENT	4.1588616
3764	CONTRADICTION	3.955534
3768	NEUTRAL	3.9586592
3769	NEUTRAL	3.9700966
3771	NEUTRAL	3.8959317
3772	NEUTRAL	3.8267374
3773	NEUTRAL	3.7306938
3775	NEUTRAL	3.7359009
3778	NEUTRAL	3.8360367
3782	NEUTRAL	4.1179514
3786	NEUTRAL	3.3084984
3787	NEUTRAL	3.0008621
3791	NEUTRAL	4.0721183
3792	NEUTRAL	4.030722
3793	NEUTRAL	3.9890294
3794	NEUTRAL	3.5804083
3796	CONTRADICTION	3.0597587
3798	CONTRADICTION	3.332107
3802	CONTRADICTION	4.166867
3806	NEUTRAL	3.8402166
3808	ENTAILMENT	2.6749105
3810	ENTAILMENT	2.8546138
3811	NEUTRAL	3.2021694
3813	NEUTRAL	3.9733205
3815	ENTAILMENT	3.5457883
3816	NEUTRAL	4.042795
3817	NEUTRAL	3.8740454
3818	NEUTRAL	3.8840733
3819	NEUTRAL	3.8787918
3822	NEUTRAL	3.801602
3824	ENTAILMENT	4.192646
3829	NEUTRAL	3.8284497
3830	NEUTRAL	4.0996284
3832	NEUTRAL	4.2318177
3833	NEUTRAL	3.9651237
3835	ENTAILMENT	4.161435
3837	NEUTRAL	3.9592109
3841	NEUTRAL	3.9947433
3842	ENTAILMENT	4.0754013
3843	NEUTRAL	3.9395652
3848	NEUTRAL	3.914538
3849	CONTRADICTION	3.5423927
3850	NEUTRAL	4.271339
3851	NEUTRAL	4.241185
3854	NEUTRAL	4.072597
3858	NEUTRAL	3.7413301
3859	NEUTRAL	3.8828979
3863	NEUTRAL	3.6578054
3865	NEUTRAL	3.9555635
3867	NEUTRAL	4.1453457
3875	NEUTRAL	3.877544
3876	NEUTRAL	4.068491
3877	NEUTRAL	4.198449
3878	NEUTRAL	4.1418457
3879	NEUTRAL	4.06383
3881	CONTRADICTION	2.531942
3888	NEUTRAL	4.220754
3889	NEUTRAL	2.5122037
3890	NEUTRAL	3.8279676
3891	NEUTRAL	3.0929842
3894	NEUTRAL	4.027749
3896	NEUTRAL	4.0794587
3900	NEUTRAL	3.9610963
3902	ENTAILMENT	3.9238787
3906	ENTAILMENT	3.1589842
3907	ENTAILMENT	4.0007024
3911	ENTAILMENT	4.174757
3913	CONTRADICTION	4.1091003
3916	NEUTRAL	4.0996504
3918	NEUTRAL	3.9354172
3919	NEUTRAL	4.0376463
3923	NEUTRAL	3.9538894
3925	NEUTRAL	3.426066
3926	NEUTRAL	3.8719287
3927	NEUTRAL	3.025151
3928	NEUTRAL	3.844606
3931	NEUTRAL	3.3132915
3932	NEUTRAL	3.2954845
3933	NEUTRAL	3.27804
3937	NEUTRAL	4.0733333
3944	NEUTRAL	3.9888344
3945	NEUTRAL	4.118881
3946	NEUTRAL	3.8608675
3950	NEUTRAL	3.9364948
3952	NEUTRAL	4.1271114
3953	NEUTRAL	4.099626
3954	NEUTRAL	4.192854
3959	NEUTRAL	4.1322064
3960	NEUTRAL	3.9142957
3962	NEUTRAL	3.9669209
3963	NEUTRAL	4.1037226
3964	NEUTRAL	4.0386915
3965	NEUTRAL	3.9929113
3966	CONTRADICTION	4.029594
3967	NEUTRAL	2.5473158
3968	CONTRADICTION	2.4332094
3969	NEUTRAL	3.2696466
3971	NEUTRAL	2.8448024
3974	ENTAILMENT	3.6925116
3975	NEUTRAL	4.0126104
3977	NEUTRAL	3.911944
3978	ENTAILMENT	3.6525006
3979	NEUTRAL	3.3854096
3981	NEUTRAL	4.063544
3983	NEUTRAL	3.9359355
3988	NEUTRAL	3.5468783
3991	NEUTRAL	4.1565804
3997	NEUTRAL	3.4077399
4000	ENTAILMENT	4.293281
4003	NEUTRAL	4.182935
4005	NEUTRAL	4.089251
4008	NEUTRAL	3.8502145
4009	NEUTRAL	4.0184116
4010	NEUTRAL	3.9974508
4016	NEUTRAL	3.877376
4018	NEUTRAL	3.752965
4019	NEUTRAL	4.069521
4022	NEUTRAL	3.9535604
4023	ENTAILMENT	3.8732233
4024	ENTAILMENT	3.9547129
4025	NEUTRAL	3.8725724
4026	NEUTRAL	4.1136436
4027	NEUTRAL	3.9428835
4029	NEUTRAL	4.1843085
4030	NEUTRAL	4.020388
4032	NEUTRAL	4.117254
4035	NEUTRAL	4.1483316
4039	NEUTRAL	3.9282427
4042	NEUTRAL	1.5387263
4044	NEUTRAL	1.7072821
4048	CONTRADICTION	3.929092
4051	NEUTRAL	3.880403
4052	NEUTRAL	4.028053
4053	NEUTRAL	4.187145
4055	NEUTRAL	4.098838
4057	CONTRADICTION	3.9922829
4059	NEUTRAL	3.054431
4064	NEUTRAL	4.1143265
4070	NEUTRAL	3.5817347
4073	NEUTRAL	3.3413877
4075	NEUTRAL	4.1675215
4077	NEUTRAL	4.090984
4078	NEUTRAL	4.0906143
4080	NEUTRAL	4.1578894
4081	NEUTRAL	3.8876357
4082	NEUTRAL	4.1743517
4089	NEUTRAL	4.2342863
4091	NEUTRAL	3.7350845
4092	NEUTRAL	3.2343836
4093	NEUTRAL	4.0995255
4095	CONTRADICTION	3.6150908
4096	NEUTRAL	3.4124775
4097	NEUTRAL	3.5167298
4098	CONTRADICTION	3.8636317
4099	NEUTRAL	4.0198364
4101	CONTRADICTION	4.0959
4103	NEUTRAL	4.198123
4104	ENTAILMENT	3.3858085
4106	NEUTRAL	4.261206
4107	NEUTRAL	3.9571242
4110	NEUTRAL	4.034929
4111	ENTAILMENT	3.892179
4116	ENTAILMENT	4.0355244
4121	NEUTRAL	3.9456706
4122	NEUTRAL	4.042535
4124	NEUTRAL	4.070973
4128	NEUTRAL	4.0618577
4129	NEUTRAL	4.128645
4130	NEUTRAL	4.16585
4131	NEUTRAL	4.156317
4138	NEUTRAL	3.9570684
4139	CONTRADICTION	4.070785
4143	CONTRADICTION	2.941908
4144	NEUTRAL	2.8185136
4150	NEUTRAL	3.937621
4151	ENTAILMENT	4.1134973
4153	NEUTRAL	4.0194287
4158	NEUTRAL	4.041934
4159	NEUTRAL	4.189848
4160	NEUTRAL	3.5507255
4161	NEUTRAL	2.862187
4166	NEUTRAL	3.9528217
4167	NEUTRAL	3.3972278
4169	CONTRADICTION	2.7755122
4170	CONTRADICTION	3.2085977
4171	CONTRADICTION	3.6128983
4172	NEUTRAL	4.0716753
4175	NEUTRAL	4.0547533
4177	CONTRADICTION	3.6011374
4180	NEUTRAL	3.977303
4182	CONTRADICTION	4.0464005
4184	NEUTRAL	4.0485315
4186	NEUTRAL	3.6009488
4188	NEUTRAL	2.8259706
4189	NEUTRAL	2.0490217
4190	NEUTRAL	1.4062284
4192	NEUTRAL	3.724543
4198	NEUTRAL	4.0101795
4200	NEUTRAL	3.4674728
4201	NEUTRAL	4.083734
4203	ENTAILMENT	4.1790237
4204	NEUTRAL	4.1281514
4206	NEUTRAL	3.5900538
4208	NEUTRAL	4.056232
4210	NEUTRAL	4.064558
4211	CONTRADICTION	4.095326
4215	NEUTRAL	4.065862
4217	NEUTRAL	3.9988875
4218	NEUTRAL	3.4474735
4222	ENTAILMENT	3.3100681
4224	ENTAILMENT	2.20607
4225	NEUTRAL	3.895893
4226	CONTRADICTION	3.6403227
4227	ENTAILMENT	3.661718
4229	ENTAILMENT	4.140632
4230	NEUTRAL	3.9677482
4233	ENTAILMENT	2.520456
4234	ENTAILMENT	3.5354853
4237	NEUTRAL	4.302249
4240	CONTRADICTION	4.3189726
4241	NEUTRAL	4.1487637
4243	ENTAILMENT	4.205603
4245	NEUTRAL	4.238332
4249	CONTRADICTION	4.0246553
4250	NEUTRAL	4.012044
4255	CONTRADICTION	4.028074
4256	NEUTRAL	3.639936
4258	NEUTRAL	4.111443
4261	NEUTRAL	1.2557255
4262	NEUTRAL	1.1994532
4263	CONTRADICTION	1.102014
4264	NEUTRAL	1.0892571
4268	ENTAILMENT	4.0856743
4270	NEUTRAL	4.0149126
4271	NEUTRAL	3.9892821
4273	CONTRADICTION	3.9415674
4276	ENTAILMENT	3.9348636
4278	CONTRADICTION	3.980142
4281	ENTAILMENT	2.323179
4285	CONTRADICTION	4.082571
4286	NEUTRAL	4.023402
4292	NEUTRAL	2.7296844
4293	NEUTRAL	4.2598925
4294	NEUTRAL	3.7372437
4296	NEUTRAL	3.7802515
4297	NEUTRAL	3.9511447
4298	CONTRADICTION	4.1222987
4300	NEUTRAL	4.234997
4302	NEUTRAL	4.1940994
4303	NEUTRAL	4.0172973
4309	NEUTRAL	3.5801692
4310	NEUTRAL	3.7266145
4311	NEUTRAL	4.008446
4313	NEUTRAL	4.0421553
4314	NEUTRAL	4.1628423
4317	NEUTRAL	4.082969
4319	NEUTRAL	3.9303327
4324	NEUTRAL	4.225929
4326	NEUTRAL	4.1837525
4327	NEUTRAL	4.214508
4331	NEUTRAL	2.299442
4332	NEUTRAL	4.2097054
4333	NEUTRAL	4.156687
4334	NEUTRAL	4.0334525
4337	NEUTRAL	1.6219842
4343	NEUTRAL	4.024042
4345	NEUTRAL	4.015722
4352	CONTRADICTION	4.067823
4353	NEUTRAL	4.2435236
4355	NEUTRAL	2.4255824
4356	NEUTRAL	2.8763266
4358	CONTRADICTION	2.1707206
4362	NEUTRAL	3.8707237
4366	ENTAILMENT	4.03452
4367	NEUTRAL	3.029325
4368	CONTRADICTION	4.190637
4372	NEUTRAL	4.259704
4373	ENTAILMENT	4.3396854
4374	NEUTRAL	4.2604933
4375	NEUTRAL	3.4363515
4380	ENTAILMENT	4.1641827
4383	CONTRADICTION	4.038824
4384	NEUTRAL	4.1676803
4389	NEUTRAL	4.2299237
4391	ENTAILMENT	4.037998
4397	NEUTRAL	4.148599
4399	CONTRADICTION	4.059648
4400	ENTAILMENT	4.132725
4402	NEUTRAL	4.204616
4403	NEUTRAL	4.1658792
4404	NEUTRAL	4.1318603
4405	CONTRADICTION	4.053716
4406	NEUTRAL	4.1881595
4409	NEUTRAL	3.9938922
4413	NEUTRAL	4.1763153
4415	NEUTRAL	4.0615005
4416	ENTAILMENT	4.115438
4419	NEUTRAL	3.8691263
4420	NEUTRAL	2.3372262
4421	NEUTRAL	2.031063
4422	NEUTRAL	1.1871669
4423	NEUTRAL	2.3804739
4424	ENTAILMENT	1.0906274
4425	NEUTRAL	4.0834618
4427	CONTRADICTION	3.5366037
4428	NEUTRAL	4.050652
4430	CONTRADICTION	3.5938306
4433	ENTAILMENT	3.7223372
4434	ENTAILMENT	4.2724104
4435	NEUTRAL	4.2191877
4436	NEUTRAL	3.997383
4437	NEUTRAL	3.808607
4438	ENTAILMENT	1.7230407
4441	CONTRADICTION	1.2235785
4444	CONTRADICTION	3.8094907
4448	NEUTRAL	3.0228114
4449	NEUTRAL	2.9861648
4450	CONTRADICTION	3.4522142
4451	NEUTRAL	3.0566773
4452	NEUTRAL	3.2889812
4453	NEUTRAL	4.0406804
4455	NEUTRAL	4.012713
4456	NEUTRAL	3.5688972
4459	CONTRADICTION	3.5375972
4460	NEUTRAL	2.9619534
4461	NEUTRAL	3.9890156
4462	CONTRADICTION	4.0903454
4463	NEUTRAL	3.8764596
4465	NEUTRAL	4.032514
4466	NEUTRAL	3.2325826
4467	NEUTRAL	3.166781
4470	NEUTRAL	4.2290893
4474	NEUTRAL	2.4046528
4475	NEUTRAL	2.053302
4476	NEUTRAL	1.7682253
4478	NEUTRAL	2.2983985
4479	NEUTRAL	4.2247887
4480	NEUTRAL	4.236749
4482	NEUTRAL	4.060668
4483	CONTRADICTION	0.9813238
4484	CONTRADICTION	0.76599216
4485	NEUTRAL	0.8551476
4488	NEUTRAL	3.3407366
4489	CONTRADICTION	3.8867574
4491	ENTAILMENT	4.025995
4493	NEUTRAL	3.3374467
4494	NEUTRAL	3.9462075
4495	CONTRADICTION	3.0925083
4496	ENTAILMENT	2.9943964
4499	NEUTRAL	3.923162
4500	NEUTRAL	3.9806352
4502	ENTAILMENT	3.8267522
4504	NEUTRAL	3.8528776
4506	NEUTRAL	3.8673577
4508	NEUTRAL	3.996348
4510	ENTAILMENT	4.2047906
4512	ENTAILMENT	2.478212
4518	CONTRADICTION	4.188711
4521	NEUTRAL	3.873127
4527	CONTRADICTION	4.165136
4528	NEUTRAL	3.7539392
4530	NEUTRAL	1.5900956
4531	NEUTRAL	3.4640126
4532	NEUTRAL	3.666551
4533	NEUTRAL	3.2992687
4535	NEUTRAL	4.150746
4536	NEUTRAL	4.1706142
4537	NEUTRAL	3.9535508
4538	CONTRADICTION	3.9045725
4539	NEUTRAL	4.1362896
4542	NEUTRAL	4.1180086
4543	NEUTRAL	3.9609528
4547	NEUTRAL	4.0333996
4548	NEUTRAL	4.207097
4550	NEUTRAL	4.1231866
4552	NEUTRAL	4.1504025
4554	NEUTRAL	4.040095
4555	NEUTRAL	3.9802928
4557	NEUTRAL	3.4024463
4560	ENTAILMENT	2.8449473
4561	NEUTRAL	3.1599417
4563	CONTRADICTION	3.4600797
4566	NEUTRAL	3.9866676
4568	NEUTRAL	3.9976153
4571	ENTAILMENT	4.045621
4572	CONTRADICTION	3.7499762
4575	ENTAILMENT	2.5732558
4576	NEUTRAL	2.8018553
4577	NEUTRAL	3.1339395
4578	NEUTRAL	1.9206864
4582	NEUTRAL	3.9352984
4584	ENTAILMENT	2.9422474
4586	NEUTRAL	4.2039547
4587	NEUTRAL	4.1198587
4589	ENTAILMENT	2.8473382
4591	ENTAILMENT	3.9466271
4592	NEUTRAL	4.008273
4593	ENTAILMENT	1.7961764
4594	NEUTRAL	1.3012549
4598	NEUTRAL	4.276115
4599	CONTRADICTION	4.1381245
4600	NEUTRAL	4.286419
4602	NEUTRAL	4.1418657
4603	CONTRADICTION	4.2149296
4604	NEUTRAL	4.307849
4607	ENTAILMENT	4.2198954
4608	NEUTRAL	4.113426
4609	NEUTRAL	4.1589
4613	NEUTRAL	4.2281995
4618	CONTRADICTION	4.2032213
4620	NEUTRAL	3.9006653
4621	CONTRADICTION	3.6839442
4622	CONTRADICTION	3.3263607
4623	CONTRADICTION	3.6457438
4624	ENTAILMENT	3.8040504
4625	ENTAILMENT	4.328415
4627	NEUTRAL	3.5893586
4628	CONTRADICTION	4.044423
4629	NEUTRAL	2.4961858
4631	NEUTRAL	1.9549396
4639	CONTRADICTION	4.2263513
4640	NEUTRAL	3.909184
4641	NEUTRAL	3.8069677
4642	NEUTRAL	3.9119735
4645	NEUTRAL	3.1317196
4647	NEUTRAL	4.185076
4649	NEUTRAL	4.1454644
4654	NEUTRAL	3.9510188
4655	CONTRADICTION	3.7514272
4657	CONTRADICTION	0.6590543
4658	ENTAILMENT	0.6545992
4667	NEUTRAL	3.934472
4670	NEUTRAL	4.1498632
4672	NEUTRAL	4.2068896
4675	NEUTRAL	4.1270285
4676	NEUTRAL	4.0084486
4677	NEUTRAL	4.0792985
4678	ENTAILMENT	4.170903
4682	NEUTRAL	4.1640625
4684	ENTAILMENT	4.009244
4690	NEUTRAL	4.167142
4691	NEUTRAL	4.115557
4692	NEUTRAL	4.147572
4693	NEUTRAL	3.2684178
4694	NEUTRAL	3.825553
4695	NEUTRAL	4.119501
4698	NEUTRAL	3.697455
4703	NEUTRAL	3.9595075
4704	NEUTRAL	4.020018
4705	NEUTRAL	4.0699286
4706	NEUTRAL	3.934609
4708	NEUTRAL	4.024535
4709	NEUTRAL	3.9741921
4714	NEUTRAL	4.0348186
4715	NEUTRAL	3.8811903
4719	ENTAILMENT	4.1936064
4721	NEUTRAL	4.042067
4722	NEUTRAL	3.04151
4723	CONTRADICTION	4.150703
4726	ENTAILMENT	3.751245
4727	NEUTRAL	3.6976194
4730	NEUTRAL	4.1948094
4732	NEUTRAL	3.9487367
4733	CONTRADICTION	3.6970778
4736	NEUTRAL	3.444552
4737	NEUTRAL	4.2300353
4738	NEUTRAL	4.132029
4739	NEUTRAL	4.2621675
4741	ENTAILMENT	2.931704
4744	ENTAILMENT	4.1532073
4747	ENTAILMENT	4.12737
4748	NEUTRAL	4.0590363
4749	NEUTRAL	4.081446
4750	NEUTRAL	3.998704
4751	NEUTRAL	3.998983
4754	NEUTRAL	4.0019116
4757	ENTAILMENT	4.0531354
4758	NEUTRAL	4.1037197
4765	NEUTRAL	2.1755915
4768	NEUTRAL	3.941155
4770	NEUTRAL	2.1410775
4772	NEUTRAL	2.8605163
4773	NEUTRAL	2.9084496
4775	ENTAILMENT	4.25509
4778	NEUTRAL	4.049353
4779	ENTAILMENT	4.169428
4781	ENTAILMENT	4.2625766
4783	ENTAILMENT	4.1486382
4784	NEUTRAL	3.1849644
4785	NEUTRAL	4.096311
4786	ENTAILMENT	3.9469757
4787	CONTRADICTION	3.9555998
4789	CONTRADICTION	1.5710987
4791	ENTAILMENT	1.3523066
4792	NEUTRAL	1.4905275
4801	ENTAILMENT	4.118053
4804	NEUTRAL	4.059601
4809	CONTRADICTION	4.049296
4818	CONTRADICTION	4.0726285
4827	NEUTRAL	4.0729136
4828	NEUTRAL	4.1854997
4829	NEUTRAL	3.659
4830	NEUTRAL	4.1055694
4833	NEUTRAL	3.3483806
4834	CONTRADICTION	3.789154
4835	ENTAILMENT	3.8261614
4837	NEUTRAL	3.6646028
4838	NEUTRAL	3.799549
4840	CONTRADICTION	3.9186673
4841	NEUTRAL	3.7500696
4846	NEUTRAL	2.009448
4850	NEUTRAL	1.915262
4854	NEUTRAL	4.278289
4856	NEUTRAL	3.7724247
4861	NEUTRAL	4.1285114
4862	ENTAILMENT	3.599227
4864	NEUTRAL	3.3857203
4865	CONTRADICTION	3.644116
4868	NEUTRAL	4.137909
4870	CONTRADICTION	3.9227595
4871	ENTAILMENT	3.9088826
4873	NEUTRAL	3.8614864
4875	NEUTRAL	4.041382
4876	CONTRADICTION	3.9917998
4878	NEUTRAL	3.9094782
4884	ENTAILMENT	3.917767
4887	NEUTRAL	4.1288958
4889	ENTAILMENT	4.178943
4890	NEUTRAL	4.0695357
4892	NEUTRAL	4.1315603
4893	NEUTRAL	4.181872
4894	NEUTRAL	3.9217834
4895	NEUTRAL	4.06699
4896	NEUTRAL	4.062813
4897	CONTRADICTION	3.7279673
4899	CONTRADICTION	3.994597
4902	NEUTRAL	2.7160153
4904	NEUTRAL	2.1697102
4906	NEUTRAL	4.059227
4907	NEUTRAL	3.9612112
4908	NEUTRAL	3.9656758
4909	NEUTRAL	3.1471424
4910	CONTRADICTION	2.6237483
4914	NEUTRAL	4.1704483
4917	NEUTRAL	4.022258
4923	NEUTRAL	4.1025677
4924	NEUTRAL	4.127242
4925	NEUTRAL	3.994617
4927	ENTAILMENT	3.998416
4930	NEUTRAL	3.7754593
4931	NEUTRAL	3.9525185
4935	NEUTRAL	3.9028711
4936	CONTRADICTION	3.857717
4939	NEUTRAL	3.9949174
4943	NEUTRAL	3.4739819
4945	NEUTRAL	3.969541
4952	NEUTRAL	1.52184
4955	NEUTRAL	3.9190893
4956	NEUTRAL	3.7054882
4958	NEUTRAL	2.737048
4962	NEUTRAL	2.8520494
4969	NEUTRAL	2.0187178
4972	NEUTRAL	3.6906352
4973	NEUTRAL	3.795568
4976	NEUTRAL	3.184011
4979	ENTAILMENT	1.6058906
4980	NEUTRAL	1.7691824
4984	NEUTRAL	3.247149
4986	NEUTRAL	1.8370761
4987	ENTAILMENT	0.9206685
4988	CONTRADICTION	1.0456415
4993	NEUTRAL	4.0879483
4994	NEUTRAL	1.8383415
4995	NEUTRAL	1.5231905
4999	NEUTRAL	4.0413556
5001	ENTAILMENT	3.935697
5004	NEUTRAL	3.2013078
5006	ENTAILMENT	3.3591933
5008	NEUTRAL	4.18039
5009	CONTRADICTION	3.9836578
5013	NEUTRAL	3.7989244
5016	NEUTRAL	3.9842443
5019	NEUTRAL	4.0208097
5020	CONTRADICTION	3.930295
5021	NEUTRAL	3.9357533
5028	NEUTRAL	3.9426908
5029	NEUTRAL	4.1722603
5034	NEUTRAL	4.0240045
5035	NEUTRAL	4.1785803
5036	NEUTRAL	4.1976824
5038	NEUTRAL	4.1018834
5041	NEUTRAL	4.220776
5042	NEUTRAL	4.042728
5043	NEUTRAL	4.1068864
5044	CONTRADICTION	4.109521
5054	ENTAILMENT	1.4044358
5055	NEUTRAL	1.0466919
5057	ENTAILMENT	4.134743
5059	NEUTRAL	4.1563206
5061	NEUTRAL	4.157443
5062	CONTRADICTION	3.6431174
5063	ENTAILMENT	3.959364
5065	NEUTRAL	4.071347
5066	ENTAILMENT	4.2997403
5067	NEUTRAL	4.235324
5068	NEUTRAL	4.0841155
5069	CONTRADICTION	4.1012
5070	NEUTRAL	0.7561315
5071	CONTRADICTION	0.7424506
5075	NEUTRAL	4.3370085
5076	NEUTRAL	4.250872
5077	ENTAILMENT	4.28974
5084	NEUTRAL	4.2041636
5087	NEUTRAL	3.8986006
5088	NEUTRAL	2.2955303
5090	NEUTRAL	2.7392087
5093	NEUTRAL	4.2323422
5094	NEUTRAL	4.12461
5095	NEUTRAL	3.919045
5098	NEUTRAL	0.6659175
5099	NEUTRAL	0.599583
5101	NEUTRAL	0.610421
5103	NEUTRAL	3.8789797
5104	NEUTRAL	3.6729312
5106	NEUTRAL	3.983295
5108	NEUTRAL	3.741768
5111	NEUTRAL	4.1175513
5112	NEUTRAL	4.0423017
5118	NEUTRAL	2.2435813
